"メーカーコード","メーカー名","車種コード","車種名","グレードID","グレード名","駆動方式","車両本体価格(税抜き)","認定型式","ミッション区分","積載量(kg)","乗車定員","燃料区分","排気量(cc)","車検サイクル[初回](年)","車検サイクル[2回目以降](年)","代表車種グレード(1=代表車種)","＊調達価格＊","＊登録法定費用＊","＊登録代行費用＊","＊資金管理料金＊","＊メンテナンス区分＊","＊区分状態(0=未確定、1=確定)＊"
"1","トヨタ","140","クラウンセダン","501","スーパーデラックス　Ｇパッケージ","ＦＲ","2664000","DBA-TSS10","AT","-","5","ＬＰＧ","1998","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","140","クラウンセダン","502","スーパーデラックス","ＦＲ","2562000","DBA-TSS10","AT","-","5","ＬＰＧ","1998","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","140","クラウンセダン","503","スーパーサルーン","ＦＲ","2832000","DBA-TSS10H","AT","-","5","ＬＰＧ","1998","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","141","ウィッシュ","4262","２．０Ｚ","ＦＦ","2390476","DBA-ZGE22W","CVT","-","6","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","141","ウィッシュ","4264","１．８Ｓ","ＦＦ","2028571","DBA-ZGE20W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","141","ウィッシュ","4265","１．８Ｇ","ＦＦ","2114286","DBA-ZGE20G","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","141","ウィッシュ","4266","１．８Ｇ","４ＷＤ","2304286","DBA-ZGE25G","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","141","ウィッシュ","5185","１．８Ｘ","ＦＦ","1761905","DBA-ZGE20G","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","141","ウィッシュ","5186","１．８Ｘ","４ＷＤ","1951905","DBA-ZGE25G","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","141","ウィッシュ","5187","１．８Ｓ","４ＷＤ","2208571","DBA-ZGE25W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","141","ウィッシュ","7194","１．８Ａ","ＦＦ","1866667","DBA-ZGE20W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","141","ウィッシュ","7195","１．８Ａ","４ＷＤ","2046667","DBA-ZGE25W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","141","ウィッシュ","8734","１．８Ｓ　モノトーン　ブラック","ＦＦ","2104762","DBA-ZGE20W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","141","ウィッシュ","8735","１．８Ｓ　モノトーン　ブラック","４ＷＤ","2284762","DBA-ZGE25W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","141","ウィッシュ","8736","１．８Ｓ　モノトーン　ホワイトパールクリスタルシャイン","ＦＦ","2134762","DBA-ZGE20W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","141","ウィッシュ","8737","１．８Ｓ　モノトーン　ホワイトパールクリスタルシャイン","４ＷＤ","2314762","DBA-ZGE25W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","144","プロボックスバン","9580","ＧＬ","ＦＦ","1320000","DBE-NSP160V","CVT","400","5","無鉛レギュラーガソリン","1329","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","144","プロボックスバン","9582","ＧＬ","ＦＦ","1430909","DBE-NCP160V","CVT","400","5","無鉛レギュラーガソリン","1496","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","144","プロボックスバン","9584","ＤＸ　コンフォート","ＦＦ","1254545","DBE-NSP160V","CVT","400","5","無鉛レギュラーガソリン","1329","2","1","1","0","0","0","0","3A","1"
"1","トヨタ","144","プロボックスバン","9586","ＤＸ","ＦＦ","1220000","DBE-NSP160V","CVT","400","5","無鉛レギュラーガソリン","1329","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","144","プロボックスバン","9588","ＤＸ　コンフォート","ＦＦ","1364545","DBE-NCP160V","CVT","400","5","無鉛レギュラーガソリン","1496","2","1","1","0","0","0","0","3A","1"
"1","トヨタ","144","プロボックスバン","9590","ＤＸ","ＦＦ","1330909","DBE-NCP160V","CVT","400","5","無鉛レギュラーガソリン","1496","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","144","プロボックスバン","9592","ＧＬ","４ＷＤ","1630000","DBE-NCP165V","CVT","400","5","無鉛レギュラーガソリン","1496","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","144","プロボックスバン","9594","ＤＸ","４ＷＤ","1530000","DBE-NCP165V","CVT","400","5","無鉛レギュラーガソリン","1496","2","1","1","0","0","0","0","3A","1"
"1","トヨタ","144","プロボックスバン","9596","ＤＸ　コンフォート","４ＷＤ","1563636","DBE-NCP165V","CVT","400","5","無鉛レギュラーガソリン","1496","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","144","プロボックスバン","63602","Ｆ","ＦＦ","1466364","DBE-NCP160V","CVT","400","5","無鉛レギュラーガソリン","1496","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","144","プロボックスバン","63603","Ｆ","４ＷＤ","1665455","DBE-NCP165V","CVT","400","5","無鉛レギュラーガソリン","1496","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","150","シエンタ","6474","ダイス","ＦＦ","1633333","DBA-NCP81G","CVT","-","7","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","150","シエンタ","6475","Ｇ","ＦＦ","1757143","DBA-NCP81G","CVT","-","7","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","150","シエンタ","6476","Ｘ　Ｌパッケージ","ＦＦ","1623810","DBA-NCP81G","CVT","-","7","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","150","シエンタ","6477","Ｘ","ＦＦ","1547619","DBA-NCP81G","CVT","-","7","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","150","シエンタ","8653","ダイス　Ｇ","ＦＦ","1723810","DBA-NCP81G","CVT","-","7","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","152","アベンシスワゴン","6592","Ｘｉ","ＦＦ","2380952","DBA-ZRT272W","CVT","-","5","無鉛プレミアムガソリン","1986","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","152","アベンシスワゴン","7126","Ｌｉ","ＦＦ","2619048","DBA-ZRT272W","CVT","-","5","無鉛プレミアムガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","153","パッソ","5416","１．３＋Ｈａｎａ","ＦＦ","1486364","DBA-NGC30","CVT","-","5","無鉛レギュラーガソリン","1329","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","153","パッソ","5417","１．３Ｇ","ＦＦ","1362727","DBA-NGC30","CVT","-","5","無鉛レギュラーガソリン","1329","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","153","パッソ","5418","１．０＋Ｈａｎａ","ＦＦ","1337273","DBA-KGC30","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","1"
"1","トヨタ","153","パッソ","5419","１．０＋Ｈａｎａ　Ｃパッケージ","ＦＦ","1255455","DBA-KGC30","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","1"
"1","トヨタ","153","パッソ","5420","１．０Ｘ　Ｌパッケージ","ＦＦ","1197273","DBA-KGC30","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","1"
"1","トヨタ","153","パッソ","5421","１．０Ｘ","ＦＦ","1164545","DBA-KGC30","CVT","-","5","無鉛レギュラーガソリン","996","3","2","1","0","0","0","0","2A","1"
"1","トヨタ","153","パッソ","5422","１．０Ｘ　Ｖパッケージ","ＦＦ","1017273","DBA-KGC30","CVT","-","5","無鉛レギュラーガソリン","996","3","2","1","0","0","0","0","2A","1"
"1","トヨタ","153","パッソ","5423","１．０＋Ｈａｎａ","４ＷＤ","1477273","DBA-KGC35","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","1"
"1","トヨタ","153","パッソ","5424","１．０Ｘ　Ｌパッケージ","４ＷＤ","1327273","DBA-KGC35","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","1"
"1","トヨタ","153","パッソ","5425","１．０Ｘ","４ＷＤ","1294545","DBA-KGC35","CVT","-","5","無鉛レギュラーガソリン","996","3","2","1","0","0","0","0","2A","1"
"1","トヨタ","153","パッソ","9901","１．０Ｘ　Ｇパッケージ","ＦＦ","1256364","DBA-KGC30","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","1"
"1","トヨタ","153","パッソ","9902","１．０＋Ｈａｎａ　Ｇパッケージ","ＦＦ","1390000","DBA-KGC30","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","1"
"1","トヨタ","153","パッソ","9903","１．０Ｘ　Ｇパッケージ","４ＷＤ","1386364","DBA-KGC35","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","1"
"1","トヨタ","153","パッソ","9904","１．０＋Ｈａｎａ　Ｇパッケージ","４ＷＤ","1530000","DBA-KGC35","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","1"
"1","トヨタ","153","パッソ","64606","１．０Ｘ　Ｌパッケージ　キリリ","ＦＦ","1240909","DBA-KGC30","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","0"
"1","トヨタ","153","パッソ","64607","１．０Ｘ　Ｌパッケージ　キリリ","４ＷＤ","1370909","DBA-KGC35","CVT","-","5","無鉛レギュラーガソリン","996","3","2","0","0","0","0","0","2A","0"
"1","トヨタ","154","ポルテ","7451","Ｇ","ＦＦ","1657143","DBA-NCP141","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","154","ポルテ","7452","Ｇ","４ＷＤ","1819048","DBA-NCP145","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","154","ポルテ","7453","Ｆ","ＦＦ","1561905","DBA-NCP141","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","154","ポルテ","7454","Ｆ","４ＷＤ","1723810","DBA-NCP145","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","154","ポルテ","7455","Ｙ","ＦＦ","1561905","DBA-NCP141","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","154","ポルテ","7456","Ｙ","４ＷＤ","1723810","DBA-NCP145","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","154","ポルテ","7457","Ｘ","ＦＦ","1514286","DBA-NCP141","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","154","ポルテ","7458","Ｘ","４ＷＤ","1685714","DBA-NCP145","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","154","ポルテ","7459","Ｘ","ＦＦ","1476190","DBA-NSP140","CVT","-","5","無鉛レギュラーガソリン","1329","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","154","ポルテ","7460","Ｖ","ＦＦ","1380952","DBA-NSP140","CVT","-","5","無鉛レギュラーガソリン","1329","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","154","ポルテ","10067","Ｆ　ア・ラ・モード","ＦＦ","1657273","DBA-NCP141","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","154","ポルテ","10068","Ｆ　ア・ラ・モード","４ＷＤ","1819178","DBA-NCP145","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","155","アイシス","573","Ｌ","ＦＦ","1904762","DBA-ZGM10G","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","574","Ｌ　Ｘセレクション","ＦＦ","1828571","DBA-ZGM10G","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","575","ＰＬＡＴＡＮＡ","ＦＦ","2019048","DBA-ZGM10W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","577","Ｇ","ＦＦ","2200000","DBA-ZGM11G","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","580","ＰＬＡＴＡＮＡ","ＦＦ","2225714","DBA-ZGM11W","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","583","Ｇ","４ＷＤ","2300000","DBA-ZGM15G","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","585","Ｌ","４ＷＤ","2133333","DBA-ZGM15G","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","586","ＰＬＡＴＡＮＡ","４ＷＤ","2247619","DBA-ZGM15W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","6468","ＰＬＡＴＡＮＡ　Ｖセレクション","ＦＦ","2304762","DBA-ZGM11W","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","6469","ＰＬＡＴＡＮＡ　Ｖセレクション","４ＷＤ","2366667","DBA-ZGM15W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","6470","Ｇ","ＦＦ","2071429","DBA-ZGM10G","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","6471","ＰＬＡＴＡＮＡ　Ｖセレクション","ＦＦ","2138095","DBA-ZGM10W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","8774","ＰＬＡＴＡＮＡ　Ｖセレクション　ノアール","ＦＦ","2395238","DBA-ZGM11W","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","8775","ＰＬＡＴＡＮＡ　Ｖセレクション　ノアール","ＦＦ","2228571","DBA-ZGM10W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","8776","ＰＬＡＴＡＮＡ　Ｖセレクション　ノアール","４ＷＤ","2457143","DBA-ZGM15W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","8777","ＰＬＡＴＡＮＡ　Ｖセレクション　ブラン","ＦＦ","2425238","DBA-ZGM11W","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","8778","ＰＬＡＴＡＮＡ　Ｖセレクション　ブラン","ＦＦ","2258571","DBA-ZGM10W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","155","アイシス","8779","ＰＬＡＴＡＮＡ　Ｖセレクション　ブラン","４ＷＤ","2487143","DBA-ZGM15W","CVT","-","7","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","156","マークＸ","5031","プレミアム","ＦＲ","3714286","DBA-GRX133","AT","-","5","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","156","マークＸ","5032","３５０Ｓ","ＦＲ","3428571","DBA-GRX133","AT","-","5","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","156","マークＸ","5034","２５０Ｇ　Ｓパッケージ","ＦＲ","2847619","DBA-GRX130","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","156","マークＸ","5036","２５０Ｇ","ＦＲ","2571429","DBA-GRX130","AT","-","5","無鉛レギュラーガソリン","2499","3","2","1","0","0","0","0","2E","1"
"1","トヨタ","156","マークＸ","5037","２５０Ｇ　Ｆパッケージ","ＦＲ","2323810","DBA-GRX130","AT","-","5","無鉛レギュラーガソリン","2499","3","2","1","0","0","0","0","2E","1"
"1","トヨタ","156","マークＸ","5038","２５０Ｇ　Ｆｏｕｒ","４ＷＤ","2791429","DBA-GRX135","AT","-","5","無鉛レギュラーガソリン","2499","3","2","1","0","0","0","0","2E","1"
"1","トヨタ","156","マークＸ","5039","２５０Ｇ　Ｆｏｕｒ　Ｆパッケージ","４ＷＤ","2543810","DBA-GRX135","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","156","マークＸ","7511","プレミアム","ＦＲ","2780952","DBA-GRX130","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","156","マークＸ","7513","プレミアム　Ｆｏｕｒ","４ＷＤ","3000952","DBA-GRX135","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","156","マークＸ","8224","３５０Ｓ　Ｇ’ｓ","ＦＲ","4000000","DBA-GRX133","AT","-","5","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","156","マークＸ","8225","２５０Ｇ　Ｓパッケージ　Ｇ’ｓ","ＦＲ","3419048","DBA-GRX130","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","156","マークＸ","63665","２５０Ｇ　イエローレーベル","ＦＲ","2670000","DBA-GRX130","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","156","マークＸ","63666","２５０Ｇ　Ｆｏｕｒ　イエローレーベル","４ＷＤ","2890000","DBA-GRX135","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","156","マークＸ","63667","２５０Ｇ　Ｓパッケージ・イエローレーベル","ＦＲ","2910000","DBA-GRX130","AT","-","5","無鉛レギュラーガソリン","2499","3","2","0","0","0","0","0","2E","1"
"1","トヨタ","156","マークＸ","64211","ＧＲＭＮ","ＦＲ","5000000","GRX133","MT","-","5","無鉛プレミアムガソリン","3456","3","2","0","0","0","0","0","2G","0"
"1","トヨタ","169","ランドクルーザーバン","63639","７０","４ＷＤ","3333333","CBF-GRJ76K","MT","","5","無鉛プレミアムガソリン","3955","3","2","1","0","0","0","0","2G","1"
"1","トヨタ","170","ダイナバン","9155","ルートバン","ＦＲ","2835238","LDF-KDY241V","MT","1250","3","軽油","2982","2","1","1","0","0","0","0","XX","1"
"1","トヨタ","170","ダイナバン","9156","ルートバン","ＦＲ","2855238","LDF-KDY241V","MT","1200","6","軽油","2982","2","1","1","0","0","0","0","XX","1"
"1","トヨタ","172","トヨエースバン","9641","ルートバン","ＦＲ","2835238","LDF-KDY241V","MT","1250","3","軽油","2982","2","1","1","0","0","0","0","XX","1"
"1","トヨタ","172","トヨエースバン","9642","ルートバン","ＦＲ","2855238","LDF-KDY241V","MT","1200","6","軽油","2982","2","1","0","0","0","0","0","XX","1"
"1","トヨタ","174","アルファード　ハイブリッド","64356","Ｘ","４ＷＤ","3847273","DAA-AYH30W","CVT","-","7","無鉛レギュラーガソリン","2493","3","2","1","0","0","0","0","2E-H","0"
"1","トヨタ","174","アルファード　ハイブリッド","64357","Ｘ","４ＷＤ","3809091","DAA-AYH30W","CVT","-","8","無鉛レギュラーガソリン","2493","3","2","1","0","0","0","0","2E-H","0"
"1","トヨタ","174","アルファード　ハイブリッド","64358","Ｇ","４ＷＤ","4421818","DAA-AYH30W","CVT","-","7","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E-H","0"
"1","トヨタ","174","アルファード　ハイブリッド","64359","Ｇ　Ｆパッケージ","４ＷＤ","4960000","DAA-AYH30W","CVT","-","7","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E-H","0"
"1","トヨタ","174","アルファード　ハイブリッド","64360","ＳＲ","４ＷＤ","4555455","DAA-AYH30W","CVT","-","7","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E-H","0"
"1","トヨタ","174","アルファード　ハイブリッド","64361","ＳＲ　Ｃパッケージ","４ＷＤ","5093636","DAA-AYH30W","CVT","-","7","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E-H","0"
"1","トヨタ","174","アルファード　ハイブリッド","64362","エグゼクティブラウンジ","４ＷＤ","6515455","DAA-AYH30W","CVT","-","7","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E-H","0"
"1","トヨタ","175","エスティマ　ハイブリッド","3038","Ｇ","４ＷＤ","4761818","DAA-AHR20W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E-H","1"
"1","トヨタ","175","エスティマ　ハイブリッド","3041","Ｘ","４ＷＤ","3666364","DAA-AHR20W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E-H","1"
"1","トヨタ","175","エスティマ　ハイブリッド","3042","Ｘ","４ＷＤ","3628182","DAA-AHR20W","CVT","-","8","無鉛レギュラーガソリン","2362","3","2","1","0","0","0","0","2E-H","1"
"1","トヨタ","175","エスティマ　ハイブリッド","7224","アエラス","４ＷＤ","3849091","DAA-AHR20W","CVT","-","8","無鉛レギュラーガソリン","2362","3","2","1","0","0","0","0","2E-H","1"
"1","トヨタ","175","エスティマ　ハイブリッド","7225","アエラス","４ＷＤ","3887273","DAA-AHR20W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E-H","1"
"1","トヨタ","175","エスティマ　ハイブリッド","7226","アエラス　レザーパッケージ","４ＷＤ","4847273","DAA-AHR20W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E-H","1"
"1","トヨタ","175","エスティマ　ハイブリッド","8300","アエラス　プレミアムエディション","４ＷＤ","3923636","DAA-AHR20W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E-H","1"
"1","トヨタ","175","エスティマ　ハイブリッド","63670","アエラス　ベリーエディション","４ＷＤ","4040000","DAA-AHR20W","CVT","-","7","無鉛レギュラーガソリン","2362","3","2","0","0","0","0","0","2E-H","1"
"1","トヨタ","179","ハリアー　ハイブリッド","8965","プレミアム　アドバンスドパッケージ","４ＷＤ","4257143","DAA-AVU65W","CVT","-","5","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E-H","1"
"1","トヨタ","179","ハリアー　ハイブリッド","8966","プレミアム","４ＷＤ","3733333","DAA-AVU65W","CVT","-","5","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E-H","1"
"1","トヨタ","179","ハリアー　ハイブリッド","8967","エレガンス","４ＷＤ","3495238","DAA-AVU65W","CVT","-","5","無鉛レギュラーガソリン","2493","3","2","0","0","0","0","0","2E-H","1"
"1","トヨタ","179","ハリアー　ハイブリッド","8968","グランド","４ＷＤ","3438095","DAA-AVU65W","CVT","-","5","無鉛レギュラーガソリン","2493","3","2","1","0","0","0","0","2E-H","1"
"1","トヨタ","180","ラクティス","647","Ｇ","４ＷＤ","1810000","DBA-NCP125","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","180","ラクティス","650","Ｇ","ＦＦ","1664545","DBA-NCP120","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","180","ラクティス","654","Ｘ","ＦＦ","1495455","DBA-NSP120","CVT","-","5","無鉛レギュラーガソリン","1329","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","180","ラクティス","3079","Ｘ","４ＷＤ","1679091","DBA-NCP125","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","180","ラクティス","6163","Ｘ","ＦＦ","1533636","DBA-NCP120","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","180","ラクティス","6164","Ｇ","ＦＦ","1626364","DBA-NSP120","CVT","-","5","無鉛レギュラーガソリン","1329","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","180","ラクティス","6169","Ｓ","ＦＦ","1764545","DBA-NCP120","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","180","ラクティス","10069","Ｇ　プライムスタイル","ＦＦ","1746364","DBA-NCP120","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","186","ラッシュ","673","Ｇ","４ＷＤ","1967619","ABA-J210E","AT","-","5","無鉛レギュラーガソリン","1495","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","186","ラッシュ","675","Ｇ　Ｌパッケージ","４ＷＤ","2093333","ABA-J210E","AT","-","5","無鉛レギュラーガソリン","1495","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","186","ラッシュ","677","Ｘ","４ＷＤ","1870476","ABA-J210E","AT","-","5","無鉛レギュラーガソリン","1495","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","188","カローラアクシオ","7239","１．３Ｘ","ＦＦ","1375455","DBA-NRE160","CVT","-","5","無鉛レギュラーガソリン","1329","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","188","カローラアクシオ","7241","１．５Ｘ","ＦＦ","1358182","DBA-NZE161","MT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","188","カローラアクシオ","7242","１．５Ｘ","ＦＦ","1467273","DBA-NRE161","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","188","カローラアクシオ","7243","１．５Ｘ","４ＷＤ","1598182","DBA-NZE164","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","188","カローラアクシオ","7244","１．５Ｇ","ＦＦ","1679091","DBA-NRE161","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","188","カローラアクシオ","7245","１．５Ｇ","ＦＦ","1570000","DBA-NZE161","MT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","188","カローラアクシオ","7248","１．５Ｇ","４ＷＤ","1810000","DBA-NZE164","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","189","オーリス","7483","ＲＳ","ＦＦ","2278182","DBA-ZRE186H","MT","-","5","無鉛プレミアムガソリン","1797","3","2","0","0","0","0","0","2C","1"
